id,record_group_id,name,description,language,translated_to_en,category,subcategory,created_at,user_id,product,channel,priority,region,duplicate_type
2557,463,App stürzt ab!!!,Kunde meldet: App stürzt ab!!!,German,App crashing,Finance,Audit,2026-04-03 21:15:28.404010,b99cd232,RuleEngine,In-App,2,Latin America,noise
20712,-1,اکاؤنٹ تک رسائی مسترد,صارف نے رپورٹ کیا: ادائیگی ناکام ہوگئی,Urdu,different,IT,Network,2025-09-06 21:15:28.591128,0808392e,InsightDash,SMS,2,East Europe,hard_negative
21171,-1,Donanım arızası,Kullanici bildirdi: Yazılım güncelleme sorunu,Turkish,different,IT,Network,2025-12-19 21:15:28.591128,0afb7194,RuleEngine,API,2,Oceania,hard_negative
19284,3484,Kerusakan perangkat keras مشكلة,Masalah terkait Kerusakan perangkat keras مشكلة,Indonesian,Hardware malfunction,IT,API,2025-10-08 21:15:28.577591,e7d8f999,FlowEngine,Email,4,Southeast Asia,codemix
12815,2296,ایپ کریش ہو رہی ہے,ایپ کریش ہو رہی ہے سے متعلق مسئلہ,Urdu,App crashing,Finance,Refund,2025-05-27 21:15:28.505492,fe411c53,InsightDash,In-App,1,Scandinavia,paraphrase
5077,913,Низкая производительность,Проблема связана с Низкая производительность,Russian,Slow performance,IT,Database,2026-01-28 21:15:28.429330,a7222bee,SecureLogin,Telegram,3,Latin America,original
12283,2197,Giriş sorunu,Kullanici bildirdi: Giriş sorunu,Turkish,Login issue,Sales,CRM,2025-09-10 21:15:28.498463,71159e57,APIHub,WhatsApp,3,Latin America,original
10005,1798,Autofill not working,Customer reported: Autofill not working,English,Login issue,Support,Access,2025-07-21 21:15:28.477766,a9453c78,IntegrationBus,Web,2,Oceania,paraphrase
4146,745,Notebook não está funcionando / L'ordinateur portable ne fonctionne pas,Cliente reportou: Notebook não está funcionando / L'ordinateur portable ne fonctionne pas,Portuguese,Laptop not working,Finance,Refund,2025-08-09 21:15:28.419220,88c20db4,DataSync,Browser Extension,3,Americas,cross_lang
4813,864,App hnags,Reported problem: App hnags,English,App crashing,Support,Escalation,2025-07-23 21:15:28.426186,df97fd8e,AuthGuard,Mobile,1,East Europe,typo
4277,768,खाता पहुंच अस्वीृकत,ग्राहक ने रिपोर्ट किया: खाता पहुंच अस्वीृकत,Hindi,Account access denied,Support,Access,2025-05-02 21:15:28.420217,f52bfcc1,AdminPanel,IVR,3,East Europe,typo
3265,588,فشل الدفع مشكلة,أبلغ العميل عن: فشل الدفع مشكلة,Arabic,Payment failed,HR,Performance,2026-03-12 21:15:28.405201,14dbf770,SecureLogin,Webhook,4,Oceania,codemix
18485,3339,Problème de synchronisation / Problème de synchronisation,Client signale: Problème de synchronisation / Problème de synchronisation,French,Data sync issue,IT,API,2025-10-12 21:15:28.577591,14e3ef7f,SearchEngine,Call,3,Latin America,cross_lang
15073,2712,支払いができない??,ユーザー報告: 支払いができない??,Japanese,Payment failed,Finance,Audit,2025-08-25 21:15:28.535697,52ba5fa9,MonitorX,Chatbot,1,Latin America,noise
10562,1898,계정 접근 거부,사용자 보고: 계정 접근 거부,Korean,Account access denied,Operations,Supply Chain,2025-12-11 21:15:28.483386,5e8573b8,ReportGen,Teams,3,North Africa,paraphrase
2918,523,التصحيح لا يُطبَّق hai,أبلغ العميل عن: التصحيح لا يُطبَّق hai,Arabic,Software update issue,Finance,Transaction,2025-11-21 21:15:28.405201,31ac2c77,BackupNow,Webhook,4,Latin America,codemix
7205,1303,Datensynchronisieurngsproblem,Kunde meldet: Datensynchronisieurngsproblem,German,Data sync issue,Support,Account,2025-10-28 21:15:28.449789,8f16f052,HelpDesk,Webhook,4,East Asia,typo
9357,1684,Lỗi phần cứng,Van de lien quan den Lỗi phần cứng,Vietnamese,Hardware malfunction,Operations,Inventory,2025-07-28 21:15:28.472543,0c0f1ab4,SearchEngine,Call,1,Central Asia,paraphrase
15982,2887,बैटरी चार्ज नहीं हो रही,समस्या बैटरी चार्ज नहीं हो रही से संबंधित है,Hindi,Laptop not working,HR,Onboarding,2025-12-01 21:15:28.548603,10679fe4,HelpDesk,Tablet,2,Southeast Asia,original
1845,340,Betaling mislukt,Probleem gerelateerd aan Betaling mislukt,Dutch,Payment failed,HR,Leave,2025-08-20 21:15:28.397318,8df2b4cc,WorkflowAI,Slack,1,North America,paraphrase
11208,2012,सॉफ्टवेयर अपडेट समस्या,ग्राहक ने रिपोर्ट किया: सॉफ्टवेयर अपडेट समस्या,Hindi,Software update issue,Operations,Logistics,2025-05-05 21:15:28.483386,04c31c23,UserPortal,API,2,North America,original
1381,256,ধীর কার্যক্ষমতা مشكلة,ব্যবহারকারী রিপোর্ট করেছেন: ধীর কার্যক্ষমতা مشكلة,Bengali,Slow performance,Sales,Forecast,2025-12-23 21:15:28.389391,8d5c0847,FlowEngine,Teams,2,Central Asia,codemix
10791,1939,Hiệu suất chậm,Nguoi dung bao cao: Hiệu suất chậm,Vietnamese,Slow performance,Operations,Returns,2025-12-23 21:15:28.483386,5c89f079,FormBuilder,SMS,4,Middle East,abbreviation
2793,502,Bucle de sync,Cliente reporta: Bucle de sync,Spanish,Data sync issue,Finance,Invoice,2025-10-10 21:15:28.405201,b657fb27,DataSync,Tablet,2,Middle East,original
4420,793,Acceso a cuenta denegado,Problema relacionado con Acceso a cuenta denegado,Spanish,Account access denied,Finance,Subscription,2026-02-12 21:15:28.422700,4aaebabf,SearchEngine,In-App,5,Southeast Asia,original
17117,3088,Il laptop non funziona,Problema relativo a Il laptop non funziona,Italian,Laptop not working,Support,Password,2026-02-01 21:15:28.563395,8a438d36,MonitorX,SMS,4,Caribbean,abbreviation
15578,2810,การเข้าถึงบัญชีถูกปฏิเสธ,ปัญหาที่เกี่ยวข้องกับ การเข้าถึงบัญชีถูกปฏิเสธ,Thai,Account access denied,Finance,Tax,2026-03-16 21:15:28.541725,63fc6eca,ComplianceKit,Telegram,2,Central Asia,noise
10624,1908,Truy cập tài khoảnb ị từ chối,Van de lien quan den Truy cập tài khoảnb ị từ chối,Vietnamese,Account access denied,Finance,Payment,2025-06-22 21:15:28.483386,2094080f,AssetTrack,SMS,1,Latin America,typo
14164,2548,API latency high / Utendaji wa polepole,Customer reported: API latency high / Utendaji wa polepole,English,Slow performance,Finance,Invoice,2025-08-10 21:15:28.521663,5f99b323,PayFlow,Tablet,5,Asia,cross_lang
8088,1454,ฮาร์ดแวร์ขัดข้อง / 하드웨어 오작동,ผู้ใช้รายงาน: ฮาร์ดแวร์ขัดข้อง / 하드웨어 오작동,Thai,Hardware malfunction,HR,Attendance,2025-07-13 21:15:28.460257,6399c954,InsightDash,Call,2,Middle East,cross_lang
5722,1029,ヘッドフォンジャックの故障,ヘッドフォンジャックの故障 に関連する問題,Japanese,Hardware malfunction,IT,Network,2025-08-11 21:15:28.435896,92b3bc50,SchedulerX,In-App,2,Central Asia,paraphrase
2792,502,Actualización en tiempor eal perdida,Problema relacionado con Actualización en tiempor eal perdida,Spanish,Data sync issue,Support,Login,2025-08-20 21:15:28.405201,7e315ecf,RoleManager,Web,1,North America,typo
12763,2287,Hitilafu ya mtandao,Tatizo linalohusiana na Hitilafu ya mtandao,Swahili,Network error,IT,Software,2025-12-30 21:15:28.505492,def40a34,MonitorX,Webhook,4,Oceania,original
13568,2435,Problema de atualização de software / Problème de mise à jour logicielle,Problema relacionado a Problema de atualização de software / Problème de mise à jour logicielle,Portuguese,Software update issue,Operations,Logistics,2025-07-19 21:15:28.515143,3397ea40,BillingPro,Social Media,1,Balkans,cross_lang
16103,2907,登录问题 مشكلة,用户反馈：登录问题 مشكلة,Chinese,Login issue,Operations,Logistics,2025-08-04 21:15:28.548603,341d1f18,InsightDash,Chat,1,Latin America,codemix
8559,1537,ปัญหาการเข้าูส่ระบบ,ปัญหาที่เกี่ยวข้องกับ ปัญหาการเข้าูส่ระบบ,Thai,Login issue,Operations,Vendor,2026-02-26 21:15:28.460257,9586ce5e,TicketMaster,Email,4,East Asia,typo
16915,3052,सदस्यता समाप्त...,ग्राहक ने रिपोर्ट किया: सदस्यता समाप्त...,Hindi,Account access denied,Support,Login,2025-05-03 21:15:28.561386,578aa652,AdminPanel,Chatbot,3,Central Asia,noise
7812,1404,Hesaba erişim reddedildi / تم رفض الوصول إلى الحساب,Kullanici bildirdi: Hesaba erişim reddedildi / تم رفض الوصول إلى الحساب,Turkish,Account access denied,Operations,Supply Chain,2025-07-07 21:15:28.457641,2b8ed87b,SchedulerX,SMS,4,Latin America,cross_lang
15100,2719,摄像头不工作,与摄像头不工作相关的问题,Chinese,Hardware malfunction,Support,SLA,2026-01-25 21:15:28.537707,a9685639,NotifyMe,Web,4,Americas,paraphrase
806,147,Jack de auriculaers defectuoso,Problema relacionado con Jack de auriculaers defectuoso,Spanish,Hardware malfunction,Support,Account,2025-10-07 21:15:28.385169,0e2ace35,AuditLog,Chat,3,Balkans,typo
13290,2386,Programu inaanguka,Tatizo linalohusiana na Programu inaanguka,Swahili,App crashing,Support,Profile,2025-05-24 21:15:28.507491,5bb5999d,MonitorX,SMS,5,North Africa,original
21428,-1,ฮาร์ดแวร์ขัดข้อง,ผู้ใช้รายงาน: แอปพลิเคชันหยุดทำงาน,Thai,different,IT,Network,2026-03-21 21:15:28.591128,435ad48d,AssetTrack,Chat,1,Sub-Saharan Africa,hard_negative
8042,1444,Langsame Leistung / Rendimiento lento,Kunde meldet: Langsame Leistung / Rendimiento lento,German,Slow performance,Sales,Forecast,2026-01-08 21:15:28.460257,6c3b9cdf,HelpDesk,Browser Extension,2,Africa,cross_lang
2726,490,लैपटॉप कमा नहीं कर रहा,ग्राहक ने रिपोर्ट किया: लैपटॉप कमा नहीं कर रहा,Hindi,Laptop not working,Sales,CRM,2025-05-16 21:15:28.405201,2957a1c1,SearchEngine,Chatbot,2,Iberia,typo
19355,3498,投影仪无法连接,与投影仪无法连接相关的问题,Chinese,Hardware malfunction,HR,Benefits,2025-05-31 21:15:28.577591,329e355e,BillingPro,Chatbot,2,East Europe,abbreviation
15600,2814,Zahlung fehlgeschlagen...,Kunde meldet: Zahlung fehlgeschlagen...,German,Payment failed,HR,Leave,2025-09-12 21:15:28.541725,95b8e1b3,MonitorX,Chatbot,4,North Africa,noise
16954,3060,CPU उपयोग अधिक है,समस्या CPU उपयोग अधिक है से संबंधित है,Hindi,Slow performance,HR,Training,2025-07-04 21:15:28.561386,d1c72429,ComplianceKit,API,2,Oceania,original
11274,2025,एडमिन अधिकार नहीं,ग्राहक ने रिपोर्ट किया: एडमिन अधिकार नहीं,Hindi,Account access denied,Sales,Forecast,2026-01-11 21:15:28.483386,8554b22c,CloudVault,Web,1,Middle East,abbreviation
14411,2595,L'application plante hai,Client signale: L'application plante hai,French,App crashing,IT,Infrastructure,2025-12-20 21:15:28.523675,bc2f20be,PayFlow,Webhook,1,Southeast Asia,codemix
5966,1074,Akses akun ditolak / انتهى الاشتراك,Pengguna melaporkan: Akses akun ditolak / انتهى الاشتراك,Indonesian,Account access denied,Operations,Procurement,2025-08-10 21:15:28.437996,f1a1add7,HelpDesk,Desktop App,3,Southeast Asia,cross_lang
12423,2222,계정 접근 거부 / Truy cập tài khoản bị từ chối,사용자 보고: 계정 접근 거부 / Truy cập tài khoản bị từ chối,Korean,Account access denied,Operations,Dispatch,2026-01-11 21:15:28.502480,455524f4,AppX,Social Media,1,Africa,cross_lang
4959,890,Laptop werkt niet / नोटबुक फेल हो गई,Gebruiker meldde: Laptop werkt niet / नोटबुक फेल हो गई,Dutch,Laptop not working,Finance,Fraud,2025-06-10 21:15:28.428186,878e3eec,RoleManager,Teams,1,Caribbean,cross_lang
19693,-1,Softwareaktualisierungsproblem,Kunde meldet: Langsame Leistung,German,different,IT,Network,2025-11-22 21:15:28.577591,9c56a7d1,SearchEngine,SMS,5,Americas,hard_negative
6077,1096,Доступ к аккаунту запреёщн,Пользователь сообщил: Доступ к аккаунту запреёщн,Russian,Account access denied,Finance,Subscription,2025-11-02 21:15:28.438340,5f119af5,NetConnect,Telegram,3,Middle East,typo
8776,1575,Corte del proveedor,Cliente reporta: Corte del proveedor,Spanish,Network error,HR,Onboarding,2025-04-18 21:15:28.460257,57431f79,BillingPro,WhatsApp,3,East Europe,abbreviation
3521,634,Hiệu suất chậm hai,Nguoi dung bao cao: Hiệu suất chậm hai,Vietnamese,Slow performance,Operations,Inventory,2025-06-22 21:15:28.413220,f196debe,ChatBot,Kiosk,5,North Africa,codemix
17046,3074,Problema de atualização de software,Cliente reportou: Problema de atualização de software,Portuguese,Software update issue,Sales,Opportunity,2025-09-27 21:15:28.563395,2caff790,ChatBot,Slack,1,Balkans,original
8220,1478,การชำระเงินล้มเหลว hai,ผู้ใช้รายงาน: การชำระเงินล้มเหลว hai,Thai,Payment failed,Operations,Returns,2025-11-01 21:15:28.460257,0e1b083c,HelpDesk,Browser Extension,5,Balkans,codemix
13658,2453,Malipo yameshindwa,Tatizo linalohusiana na Malipo yameshindwa,Swahili,Payment failed,IT,Database,2025-07-01 21:15:28.517119,5323b3d1,BillingPro,Web,5,Americas,abbreviation
13524,2427,Lỗi mạng,Nguoi dung bao cao: Lỗi mạng,Vietnamese,Network error,Sales,Contract,2026-02-21 21:15:28.513135,76c226ce,NetConnect,Desktop App,1,Americas,abbreviation
794,145,Pagamento fallito / Pagamento fallito,Cliente segnala: Pagamento fallito / Pagamento fallito,Italian,Payment failed,IT,Software,2026-01-11 21:15:28.385169,a8c3a04c,CloudVault,Desktop App,2,Sub-Saharan Africa,cross_lang
9533,1714,Problema de login مشكلة,Problema relacionado a Problema de login مشكلة,Portuguese,Login issue,Finance,Transaction,2026-04-11 21:15:28.474628,fba8189c,TicketMaster,Mobile,3,Sub-Saharan Africa,codemix
3527,635,App crasht hai,Probleem gerelateerd aan App crasht hai,Dutch,App crashing,Finance,Ledger,2026-03-09 21:15:28.413220,9f7104af,BackupNow,Mobile,2,Europe,codemix
18851,3404,Lỗi đăng nhập / 二段階認証失敗,Van de lien quan den Lỗi đăng nhập / 二段階認証失敗,Vietnamese,Login issue,IT,Hardware,2026-02-13 21:15:28.577591,026e655a,ComplianceKit,Web,1,Africa,cross_lang
18589,3359,Hiệu suất chậm!!!,Van de lien quan den Hiệu suất chậm!!!,Vietnamese,Slow performance,HR,Leave,2025-12-03 21:15:28.577591,5f458e89,AuthGuard,IVR,5,East Asia,noise
11897,2133,Erro de reed,Problema relacionado a Erro de reed,Portuguese,Network error,Finance,Transaction,2025-05-08 21:15:28.483386,48a09c82,ComplianceKit,Teams,2,Caribbean,typo
536,95,इंस्टॉलर दूषित مشكلة,ग्राहक ने रिपोर्ट किया: इंस्टॉलर दूषित مشكلة,Hindi,Software update issue,Support,Password,2025-05-27 21:15:28.382658,ec1ca208,BillingPro,API,4,Balkans,codemix
1775,329,Zahlung fehlgeschlagen,Problem im Zusammenhang mit Zahlung fehlgeschlagen,German,Payment failed,HR,Leave,2025-04-30 21:15:28.396318,a6a491e3,SecureLogin,Telegram,3,East Europe,abbreviation
9431,1695,OTPが届かない,ユーザー報告: OTPが届かない,Japanese,Login issue,Support,Escalation,2025-08-31 21:15:28.473457,6dd25943,AuditLog,Teams,1,North America,abbreviation
14066,2529,Erreur érseau,Client signale: Erreur érseau,French,Network error,HR,Leave,2025-07-26 21:15:28.521663,d18d1dd0,SchedulerX,Kiosk,3,Middle East,typo
16674,3006,Problema de atualização de software,Problema relacionado a Problema de atualização de software,Portuguese,Software update issue,Operations,Inventory,2026-02-19 21:15:28.559374,5ced29fa,PayFlow,In-App,3,Middle East,paraphrase
14785,2662,Printer not working / Mau funcionamento do hardware,Reported problem: Printer not working / Mau funcionamento do hardware,English,Hardware malfunction,HR,Onboarding,2025-12-15 21:15:28.531677,08edcb31,AuditLog,Teams,4,South Asia,cross_lang
18470,3337,Lỗi đăng nhập مشكلة,Nguoi dung bao cao: Lỗi đăng nhập مشكلة,Vietnamese,Login issue,Finance,Invoice,2025-10-01 21:15:28.577591,b7b62b2e,AuthGuard,Kiosk,4,Asia,codemix
838,153,Cuenta marcada,Cliente reporta: Cuenta marcada,Spanish,Account access denied,IT,Monitoring,2026-01-22 21:15:28.385169,533ebec0,AdminPanel,Social Media,4,Southeast Asia,abbreviation
15944,2880,Errore di rete🙂,Problema relativo a Errore di rete🙂,Italian,Network error,IT,Monitoring,2025-09-19 21:15:28.548603,bcc1df45,AssetTrack,Kiosk,1,Iberia,noise
18104,3268,ปัญหาการเข้าสู่ระบบ مشكلة,ปัญหาที่เกี่ยวข้องกับ ปัญหาการเข้าสู่ระบบ مشكلة,Thai,Login issue,Sales,Renewal,2025-05-12 21:15:28.573446,7c9a896c,UserPortal,Chatbot,1,Caribbean,codemix
5159,928,فشل التحديث!!!,مشكلة مرتبطة بـ فشل التحديث!!!,Arabic,Software update issue,Finance,Tax,2026-04-05 21:15:28.430338,8310d1fa,MonitorX,Mobile,5,North Africa,noise
10466,1880,अनधिकृत पहुंच🙂,ग्राहक ने रिपोर्ट किया: अनधिकृत पहुंच🙂,Hindi,Account access denied,IT,Cloud,2025-09-10 21:15:28.483386,bed0421e,NotifyMe,Chatbot,3,Caribbean,noise
2696,486,El dispositivo no enciende,Cliente reporta: El dispositivo no enciende,Spanish,Laptop not working,Finance,Audit,2025-06-12 21:15:28.405201,fabc75b6,APIHub,Kiosk,5,Middle East,paraphrase
19944,-1,Pago fallido,Cliente reporta: Corte del proveedor,Spanish,different,IT,Network,2025-10-03 21:15:28.591128,aac126b5,BillingPro,Mobile,3,Balkans,hard_negative
18770,3391,Problème de mise à jour logicielle@@,Probleme lie a Problème de mise à jour logicielle@@,French,Software update issue,HR,Benefits,2026-02-01 21:15:28.577591,35db0e19,APIHub,Webhook,1,East Asia,noise
12126,2171,결제 실패 hai,결제 실패 hai 관련 문제,Korean,Payment failed,Sales,Discount,2025-11-28 21:15:28.498463,08757ea1,ComplianceKit,IVR,1,Asia,codemix
1043,190,Aplikasi error / Aplikasi error,Pengguna melaporkan: Aplikasi error / Aplikasi error,Indonesian,App crashing,Support,Password,2025-08-03 21:15:28.386781,32c1bb3f,RoleManager,Call,1,Middle East,cross_lang
8000,1437,Acesso à conta negado...,Cliente reportou: Acesso à conta negado...,Portuguese,Account access denied,Finance,Payment,2026-03-17 21:15:28.459251,b0f4d25a,AssetTrack,Web,5,Latin America,noise
3376,609,Hesaab erişim reddedildi,Hesaab erişim reddedildi ile ilgili sorun,Turkish,Account access denied,Support,Notification,2025-04-27 21:15:28.412055,ab7a7335,BackupNow,Browser Extension,4,Iberia,typo
12040,2156,'Lapp si blocca,Cliente segnala: 'Lapp si blocca,Italian,App crashing,Operations,Procurement,2025-07-12 21:15:28.498463,781b5a85,NotifyMe,Desktop App,1,Scandinavia,typo
8005,1437,Acessoà  conta negado,Cliente reportou: Acessoà  conta negado,Portuguese,Account access denied,Sales,Lead,2025-06-12 21:15:28.459251,5eea7039,BillingPro,Kiosk,1,East Asia,typo
10058,1808,느린 성능 / システムが遅い,느린 성능 / システムが遅い 관련 문제,Korean,Slow performance,Support,Feedback,2025-11-11 21:15:28.477766,869acd6e,DataSync,Desktop App,4,Southeast Asia,cross_lang
1892,348,सिंक संघर्ष,ग्राहक ने रिपोर्ट किया: सिंक संघर्ष,Hindi,Data sync issue,HR,Benefits,2025-08-27 21:15:28.397318,1280cbd9,SecureLogin,WhatsApp,4,Iberia,paraphrase
9884,1776,ปัญหาการเข้าสู่ระบบ,ปัญหาที่เกี่ยวข้องกับ ปัญหาการเข้าสู่ระบบ,Thai,Login issue,Finance,Transaction,2026-03-16 21:15:28.477766,4bb97f18,NotifyMe,Social Media,5,Latin America,original
13684,2457,App crasht / App congelada,Gebruiker meldde: App crasht / App congelada,Dutch,App crashing,Finance,Payment,2025-11-13 21:15:28.517119,922bd8c8,SchedulerX,Web,5,Asia,cross_lang
6899,1248,Disco externo no detectado,Cliente reporta: Disco externo no detectado,Spanish,Hardware malfunction,HR,Benefits,2026-04-08 21:15:28.446792,60822430,MonitorX,Teams,5,Europe,abbreviation
18151,3277,Hardwarefehler,Problem im Zusammenhang mit Hardwarefehler,German,Hardware malfunction,Finance,Tax,2025-09-14 21:15:28.573446,9d1a3ae1,TicketMaster,Telegram,2,Americas,paraphrase
8251,1482,不正アクセス hai,不正アクセス hai に関連する問題,Japanese,Account access denied,Sales,Opportunity,2025-05-04 21:15:28.460257,fecb949d,SchedulerX,Social Media,2,North Africa,codemix
20965,-1,बाहरी ड्राइव नहीं मिली,ग्राहक ने रिपोर्ट किया: नेटवर्क त्रुटि,Hindi,different,IT,Network,2026-03-19 21:15:28.591128,4778beb0,CloudVault,Email,2,North America,hard_negative
19562,-1,Langsame Leistung,Kunde meldet: Datensynchronisierungsproblem,German,different,IT,Network,2025-06-21 21:15:28.577591,3c7e56e5,APIHub,Mobile,1,Asia,hard_negative
14688,2642,外付けドライブが認識されない / 하드웨어 오작동,ユーザー報告: 外付けドライブが認識されない / 하드웨어 오작동,Japanese,Hardware malfunction,Support,Notification,2026-04-04 21:15:28.529668,44ba50cf,ComplianceKit,Browser Extension,4,Sub-Saharan Africa,cross_lang
9558,1718,Problema di aggiornamento software,Cliente segnala: Problema di aggiornamento software,Italian,Software update issue,Finance,Payment,2025-05-01 21:15:28.474628,71236872,SecureLogin,Telegram,4,Caribbean,original
6159,1112,การชำระเงินล้มเหลว,ผู้ใช้รายงาน: การชำระเงินล้มเหลว,Thai,Payment failed,HR,Leave,2025-11-29 21:15:28.438340,3c90c0f5,APIHub,IVR,3,Central Asia,original
6716,1215,لاگ ان مسئلہ,لاگ ان مسئلہ سے متعلق مسئلہ,Urdu,Login issue,HR,Recruitment,2025-12-19 21:15:28.444793,5f8d344b,TicketMaster,Slack,4,Scandinavia,original
19815,-1,Truy cập tài khoản bị từ chối,Nguoi dung bao cao: Lỗi phần cứng,Vietnamese,different,IT,Network,2026-03-17 21:15:28.591128,19057e22,ChatBot,Tablet,3,South Asia,hard_negative
483,85,Apps türzt ab,Kunde meldet: Apps türzt ab,German,App crashing,Support,Login,2026-02-06 21:15:28.381370,bb6f4908,DataSync,Email,1,Oceania,typo
5416,976,계정 접근 거부,계정 접근 거부 관련 문제,Korean,Account access denied,Finance,Transaction,2026-01-21 21:15:28.431445,6451f0c2,TicketMaster,WhatsApp,4,Sub-Saharan Africa,paraphrase
19207,3469,Notebook não está funcionando,Cliente reportou: Notebook não está funcionando,Portuguese,Laptop not working,Sales,Quote,2025-08-01 21:15:28.577591,9d3ae51d,DataSync,SMS,2,Central Asia,original
17351,3130,Проблема обновления ПО,Проблема связана с Проблема обновления ПО,Russian,Software update issue,HR,Recruitment,2025-07-29 21:15:28.565404,041d1386,NetConnect,Social Media,3,Americas,paraphrase
1513,282,Tatizo la suasishaji wa programu,Mtumiaji ameripoti: Tatizo la suasishaji wa programu,Swahili,Software update issue,IT,Hardware,2025-04-19 21:15:28.392777,ef82d056,MonitorX,Email,4,Oceania,typo
457,81,네트워크오 류,네트워크오 류 관련 문제,Korean,Network error,IT,Infrastructure,2025-11-16 21:15:28.381370,4b0c9cc1,RoleManager,Chat,1,Balkans,typo
10358,1861,Lapto ptidak berfungsi,Pengguna melaporkan: Lapto ptidak berfungsi,Indonesian,Laptop not working,Finance,Transaction,2025-11-20 21:15:28.481441,c6d0ae9f,IntegrationBus,SMS,2,North America,typo
12227,2187,Платёж не прошёл,Проблема связана с Платёж не прошёл,Russian,Payment failed,Support,SLA,2026-03-24 21:15:28.498463,73b6b813,ComplianceKit,Social Media,4,South Asia,paraphrase
11036,1982,سافٹ ویئر اپڈیٹ مئسلہ,سافٹ ویئر اپڈیٹ مئسلہ سے متعلق مسئلہ,Urdu,Software update issue,Finance,Refund,2026-01-28 21:15:28.483386,e2b417f0,UserPortal,WhatsApp,2,East Europe,typo
18769,3390,Liỗ phần cứng,Nguoi dung bao cao: Liỗ phần cứng,Vietnamese,Hardware malfunction,IT,Network,2026-03-06 21:15:28.577591,a704d7d8,PayFlow,Desktop App,3,Balkans,typo
20987,-1,ปัญหาการเข้าสู่ระบบ,ผู้ใช้รายงาน: การเข้าถึงบัญชีถูกปฏิเสธ,Thai,different,IT,Network,2026-02-13 21:15:28.591128,c72ecc14,FormBuilder,Mobile,2,Southeast Asia,hard_negative
9695,1740,노트북이 작동하지 않음,노트북이 작동하지 않음 관련 문제,Korean,Laptop not working,Operations,Warehouse,2025-09-24 21:15:28.476091,6280f22f,AuthGuard,Teams,3,Balkans,original
14436,2598,انتهت الجلسة hai,أبلغ العميل عن: انتهت الجلسة hai,Arabic,Login issue,IT,Database,2025-05-13 21:15:28.526645,57429b53,BillingPro,Call,4,Americas,codemix
6644,1201,خطأ مزامنة الجوال,مشكلة مرتبطة بـ خطأ مزامنة الجوال,Arabic,Data sync issue,Support,Access,2025-12-05 21:15:28.444793,247bbde3,AppX,Mobile,1,Balkans,paraphrase
10174,1827,Webcam no funciona مشكلة,Problema relacionado con Webcam no funciona مشكلة,Spanish,Hardware malfunction,HR,Attendance,2026-04-02 21:15:28.477766,75c41dfc,IntegrationBus,Tablet,5,Latin America,codemix
10543,1895,Проблема со входом,Пользователь сообщил: Проблема со входом,Russian,Login issue,HR,Policy,2025-10-13 21:15:28.483386,bdac6c49,FlowEngine,Call,3,West Europe,paraphrase
10021,1802,L'ordinateur portable ne fonctionne pas,Client signale: L'ordinateur portable ne fonctionne pas,French,Laptop not working,IT,Infrastructure,2025-05-21 21:15:28.477766,fd61677a,SecureLogin,Teams,5,South Asia,original
12091,2165,Giriş sorunu / Problema de login,Giriş sorunu / Problema de login ile ilgili sorun,Turkish,Login issue,Support,Account,2025-07-13 21:15:28.498463,71d2487d,AuditLog,Web,2,Iberia,cross_lang
5141,925,Donanım arızası / ہارڈ ویئر خرابی,Donanım arızası / ہارڈ ویئر خرابی ile ilgili sorun,Turkish,Hardware malfunction,Operations,Procurement,2026-01-12 21:15:28.429330,3a4a3da7,UserPortal,Call,1,Asia,cross_lang
6188,1117,فشل التحقق بخطوتين,مشكلة مرتبطة بـ فشل التحقق بخطوتين,Arabic,Login issue,Sales,Discount,2026-04-13 21:15:28.438340,36d55a82,AdminPanel,Mobile,5,North America,abbreviation
54,8,استجابة تمأخرة,مشكلة مرتبطة بـ استجابة تمأخرة,Arabic,Slow performance,Operations,Logistics,2025-08-02 21:15:28.376959,46c9eaec,InsightDash,Web,1,North Africa,typo
5914,1065,ایپ کریش ہو رہی ہے hai,ایپ کریش ہو رہی ہے hai سے متعلق مسئلہ,Urdu,App crashing,Operations,Inventory,2025-09-05 21:15:28.437675,ab299320,UserPortal,Slack,4,Oceania,codemix
7366,1329,লগইন সমস্যা hai,লগইন সমস্যা hai সম্পর্কিত সমস্যা,Bengali,Login issue,Support,Escalation,2025-10-26 21:15:28.451412,02e4f09d,UserPortal,Mobile,3,East Europe,codemix
17940,3237,결제 실패,사용자 보고: 결제 실패,Korean,Payment failed,HR,Payroll,2025-04-23 21:15:28.571437,7890c98d,BackupNow,Mobile,5,North America,paraphrase
10501,1886,Error de red,Cliente reporta: Error de red,Spanish,Network error,Support,Ticket,2026-03-10 21:15:28.483386,84403875,RoleManager,WhatsApp,5,Africa,noise
7499,1353,Lỗi mạng,Nguoi dung bao cao: Lỗi mạng,Vietnamese,Network error,Finance,Fraud,2026-04-06 21:15:28.453623,7e245f73,RuleEngine,Slack,4,Central Asia,original
259,44,内存过载,与内存过载相关的问题,Chinese,Slow performance,Operations,Warehouse,2025-08-20 21:15:28.378963,5fa1d3bb,NetConnect,IVR,2,East Europe,paraphrase
18758,3388,Calendar not syncing,Reported problem: Calendar not syncing,English,Data sync issue,Sales,Contract,2025-07-10 21:15:28.577591,c87aa68b,InsightDash,Kiosk,5,West Europe,paraphrase
